# E-PLANE RADIATION PATTERN
# -------------------------
#
   0.0000	 0.0000
   1.0000	-0.0009
   2.0000	-0.0037
   3.0000	-0.0084
   4.0000	-0.0149
   5.0000	-0.0233
   6.0000	-0.0336
   7.0000	-0.0456
   8.0000	-0.0596
   9.0000	-0.0753
  10.0000	-0.0928
  11.0000	-0.1122
  12.0000	-0.1333
  13.0000	-0.1562
  14.0000	-0.1808
  15.0000	-0.2071
  16.0000	-0.2352
  17.0000	-0.2649
  18.0000	-0.2963
  19.0000	-0.3293
  20.0000	-0.3639
  21.0000	-0.4001
  22.0000	-0.4378
  23.0000	-0.4770
  24.0000	-0.5177
  25.0000	-0.5598
  26.0000	-0.6034
  27.0000	-0.6482
  28.0000	-0.6944
  29.0000	-0.7419
  30.0000	-0.7906
  31.0000	-0.8405
  32.0000	-0.8916
  33.0000	-0.9437
  34.0000	-0.9968
  35.0000	-1.0510
  36.0000	-1.1060
  37.0000	-1.1620
  38.0000	-1.2187
  39.0000	-1.2762
  40.0000	-1.3345
  41.0000	-1.3933
  42.0000	-1.4527
  43.0000	-1.5126
  44.0000	-1.5730
  45.0000	-1.6337
  46.0000	-1.6948
  47.0000	-1.7560
  48.0000	-1.8174
  49.0000	-1.8789
  50.0000	-1.9404
  51.0000	-2.0018
  52.0000	-2.0631
  53.0000	-2.1241
  54.0000	-2.1849
  55.0000	-2.2452
  56.0000	-2.3051
  57.0000	-2.3645
  58.0000	-2.4232
  59.0000	-2.4812
  60.0000	-2.5384
  61.0000	-2.5947
  62.0000	-2.6500
  63.0000	-2.7044
  64.0000	-2.7576
  65.0000	-2.8095
  66.0000	-2.8603
  67.0000	-2.9096
  68.0000	-2.9575
  69.0000	-3.0039
  70.0000	-3.0487
  71.0000	-3.0918
  72.0000	-3.1332
  73.0000	-3.1727
  74.0000	-3.2104
  75.0000	-3.2462
  76.0000	-3.2800
  77.0000	-3.3117
  78.0000	-3.3413
  79.0000	-3.3687
  80.0000	-3.3939
  81.0000	-3.4168
  82.0000	-3.4375
  83.0000	-3.4558
  84.0000	-3.4717
  85.0000	-3.4853
  86.0000	-3.4964
  87.0000	-3.5050
  88.0000	-3.5112
  89.0000	-3.5149
  90.0000	-3.5162
  91.0000	-60.0000
  92.0000	-60.0000
  93.0000	-60.0000
  94.0000	-60.0000
  95.0000	-60.0000
  96.0000	-60.0000
  97.0000	-60.0000
  98.0000	-60.0000
  99.0000	-60.0000
  100.0000	-60.0000
  101.0000	-60.0000
  102.0000	-60.0000
  103.0000	-60.0000
  104.0000	-60.0000
  105.0000	-60.0000
  106.0000	-60.0000
  107.0000	-60.0000
  108.0000	-60.0000
  109.0000	-60.0000
  110.0000	-60.0000
  111.0000	-60.0000
  112.0000	-60.0000
  113.0000	-60.0000
  114.0000	-60.0000
  115.0000	-60.0000
  116.0000	-60.0000
  117.0000	-60.0000
  118.0000	-60.0000
  119.0000	-60.0000
  120.0000	-60.0000
  121.0000	-60.0000
  122.0000	-60.0000
  123.0000	-60.0000
  124.0000	-60.0000
  125.0000	-60.0000
  126.0000	-60.0000
  127.0000	-60.0000
  128.0000	-60.0000
  129.0000	-60.0000
  130.0000	-60.0000
  131.0000	-60.0000
  132.0000	-60.0000
  133.0000	-60.0000
  134.0000	-60.0000
  135.0000	-60.0000
  136.0000	-60.0000
  137.0000	-60.0000
  138.0000	-60.0000
  139.0000	-60.0000
  140.0000	-60.0000
  141.0000	-60.0000
  142.0000	-60.0000
  143.0000	-60.0000
  144.0000	-60.0000
  145.0000	-60.0000
  146.0000	-60.0000
  147.0000	-60.0000
  148.0000	-60.0000
  149.0000	-60.0000
  150.0000	-60.0000
  151.0000	-60.0000
  152.0000	-60.0000
  153.0000	-60.0000
  154.0000	-60.0000
  155.0000	-60.0000
  156.0000	-60.0000
  157.0000	-60.0000
  158.0000	-60.0000
  159.0000	-60.0000
  160.0000	-60.0000
  161.0000	-60.0000
  162.0000	-60.0000
  163.0000	-60.0000
  164.0000	-60.0000
  165.0000	-60.0000
  166.0000	-60.0000
  167.0000	-60.0000
  168.0000	-60.0000
  169.0000	-60.0000
  170.0000	-60.0000
  171.0000	-60.0000
  172.0000	-60.0000
  173.0000	-60.0000
  174.0000	-60.0000
  175.0000	-60.0000
  176.0000	-60.0000
  177.0000	-60.0000
  178.0000	-60.0000
  179.0000	-60.0000
  180.0000	-60.0000
  181.0000	-60.0000
  182.0000	-60.0000
  183.0000	-60.0000
  184.0000	-60.0000
  185.0000	-60.0000
  186.0000	-60.0000
  187.0000	-60.0000
  188.0000	-60.0000
  189.0000	-60.0000
